,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power
3801,Renault Lodgy Stepway 110PS RXZ 7S,2015,550000,240000,1,1,0,0,19.98,1461.0,108.5
3802,Maruti Swift Dzire VXI,2013,409999,35000,0,1,0,0,19.1,1197.0,85.8
3803,Renault KWID RXT Optional,2019,350000,15000,0,1,0,0,25.17,799.0,53.3
3804,Chevrolet Beat Diesel,2012,135000,49000,1,1,0,2,25.44,936.0,57.6
3805,Toyota Innova Crysta 2.4 GX MT 8S BSIV,2016,1490000,56900,1,1,0,1,13.68,2393.0,147.8
3806,Maruti Swift VDI BSIV,2014,520000,70000,1,1,0,1,25.2,1248.0,74.0
3807,Maruti Swift Dzire VDi,2010,315000,180000,1,1,0,0,19.3,1248.0,73.9
3808,Maruti A-Star Lxi,2010,235000,50000,0,1,0,0,19.0,998.0,66.1
3809,Hyundai Accent GLE,2005,80500,50000,0,1,0,2,13.2,1495.0,94.0
3810,Maruti Ritz VDi,2013,375000,88200,1,1,0,0,23.2,1248.0,73.94
3811,Maruti Swift VXi BSIV,2006,189000,93000,0,1,0,1,16.1,1197.0,85.0
3812,Honda Amaze E Option i-DTEC,2017,550000,120000,1,1,0,0,25.8,1498.0,98.6
3813,Ford Fiesta EXi 1.4 TDCi Ltd,2011,260000,110000,1,1,0,1,17.8,1399.0,68.0
3814,Maruti Alto K10 VXI,2015,300000,40000,0,1,0,0,23.95,998.0,67.05
3815,Honda City 1.5 S Inspire,2010,350000,120000,0,1,0,1,17.0,1497.0,118.0
3816,Maruti Vitara Brezza ZDi,2019,892000,10000,1,1,0,0,24.3,1248.0,88.5
3817,Fiat Grande Punto Sport 90BHP,2012,285000,70000,1,1,0,1,20.3,1248.0,92.0
3818,Hyundai i10 Magna LPG,2012,300000,60000,3,1,0,0,19.2,1086.0,68.05
3819,Maruti Ciaz VDI SHVS,2016,620000,90000,1,1,0,0,28.09,1248.0,88.5
3820,Maruti Vitara Brezza ZDi,2017,750000,90000,1,1,0,0,24.3,1248.0,88.5
3821,Maruti Alto 800 LXI,2016,270000,35000,0,1,0,0,22.74,796.0,47.3
3822,Hyundai Santro Xing GLS,2012,300000,40000,0,1,0,1,17.92,1086.0,62.1
3823,Tata Indigo CS eLX BS IV,2011,220000,80000,1,1,0,0,23.03,1396.0,69.0
3824,Maruti SX4 Vxi BSIV,2012,260000,99000,0,1,0,1,15.5,1586.0,103.3
3825,Maruti Swift AMT VXI,2019,600000,7500,0,1,1,0,21.21,1197.0,81.8
3826,Tata Nano XE,2015,80000,60000,0,1,0,0,23.9,624.0,37.48
3827,Hyundai EON Magna Plus,2016,300000,40800,0,1,0,0,21.1,814.0,55.2
3828,Tata Zest Revotron 1.2T XM,2015,300000,70000,0,1,0,0,17.57,1193.0,88.7
3829,Mahindra KUV 100 mFALCON G80 K8 5str,2016,400000,100000,0,1,0,0,18.15,1198.0,82.0
3830,Maruti Swift VXI BSIV,2016,550000,8588,0,1,0,0,22.0,1197.0,81.8
3831,Honda City i-DTEC V,2019,1200000,40000,1,1,0,0,25.6,1498.0,97.9
3832,Ford Figo 1.5D Trend MT,2015,500000,60000,1,1,0,0,25.83,1498.0,99.0
3833,Maruti Esteem Vxi - BSIII,2005,93000,80000,0,1,0,2,15.9,1298.0,85.0
3834,Honda City i DTEC SV,2014,500000,110000,1,1,0,0,26.0,1498.0,98.6
3835,Toyota Platinum Etios 1.4 GXD,2018,670000,150000,1,1,0,0,23.59,1364.0,67.05
3836,Toyota Innova 2.5 VX 7 STR,2012,750000,120000,1,1,0,1,12.8,2494.0,102.0
3837,Maruti Alto K10 VXI,2017,370000,30000,0,1,0,0,23.95,998.0,67.05
3838,Maruti 800 Std,2012,100000,70000,0,1,0,1,16.1,796.0,37.0
3839,Hyundai i10 Sportz 1.1L,2016,425000,50000,0,1,0,0,19.81,1086.0,68.05
3840,Toyota Innova 2.5 V Diesel 8-seater,2006,370000,305000,1,1,0,3,12.8,2494.0,102.0
3841,Tata New Safari DICOR 2.2 EX 4x2,2009,229999,212000,1,1,0,2,11.57,2179.0,138.1
3842,Maruti Ertiga SHVS VDI,2016,850000,35000,1,1,0,0,24.52,1248.0,88.5
3843,Mahindra Verito 1.5 D4 BSIV,2018,750000,22000,1,1,0,0,21.03,1461.0,65.0
3844,Tata Winger Deluxe - Flat Roof (Non-AC),2010,235000,50000,1,1,0,0,10.71,1948.0,90.0
3845,Honda WR-V i-DTEC S,2017,700000,70000,1,1,0,0,25.5,1498.0,98.6
3846,Hyundai Grand i10 CRDi Magna,2016,480000,56000,1,1,0,0,24.0,1120.0,70.0
3847,Tata Zest Quadrajet 1.3 75PS XM,2016,475000,50000,1,1,0,0,22.95,1248.0,74.0
3848,Skoda Rapid 1.5 TDI Ambition,2015,610000,120000,1,1,0,0,21.14,1498.0,103.52
3849,Toyota Innova 2.5 G4 Diesel 8-seater,2011,650000,120000,1,1,0,1,12.8,2494.0,102.0
3850,Honda WR-V i-DTEC S,2017,800000,70000,1,1,0,0,25.5,1498.0,98.6
3851,Tata New Safari DICOR 2.2 EX 4x2,2015,520000,120000,1,1,0,0,11.57,2179.0,138.1
3852,Tata Indica V2 eLS,2014,160000,90000,1,1,0,0,25.0,1396.0,69.0
3853,Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,2018,1000000,70000,1,1,0,0,25.1,1248.0,88.5
3854,Maruti Ertiga VDI,2015,700000,120000,1,1,0,1,20.77,1248.0,88.76
3855,Honda Amaze S i-DTEC,2017,590000,70000,1,1,0,1,25.8,1498.0,98.6
3856,Maruti Wagon R VXI,2002,140000,80000,0,1,0,1,18.9,998.0,67.1
3857,Mahindra TUV 300 mHAWK100 T8,2017,725000,100000,1,1,0,1,18.49,1493.0,100.0
3858,Toyota Innova Crysta 2.4 ZX MT BSIV,2017,1680000,157000,1,1,0,0,13.68,2393.0,147.8
3859,Maruti Swift Dzire VDI,2015,550000,50000,1,1,0,0,26.59,1248.0,74.0
3860,Maruti Ritz VDi,2012,240000,90000,1,1,0,1,23.2,1248.0,73.94
3861,Chevrolet Captiva 2.2 LT,2013,667000,65000,1,1,0,0,14.6,2231.0,184.0
3862,Honda Jazz 1.5 S i DTEC,2017,670000,50000,1,1,0,0,27.3,1498.0,98.6
3863,Maruti Swift Dzire VDI,2015,550000,110000,1,1,0,0,26.59,1248.0,74.0
3864,Maruti Celerio ZXI,2015,400000,30000,0,1,0,0,23.1,998.0,67.04
3865,Hyundai Verna 1.6 SX,2014,545000,80000,1,1,0,1,22.32,1582.0,126.32
3866,Maruti Ertiga LXI,2015,599000,70000,0,1,0,0,16.02,1373.0,93.7
3867,Hyundai Creta 1.4 CRDi S,2016,725000,100000,1,1,0,0,21.38,1396.0,88.7
3868,Honda City i VTEC V,2015,525000,120000,0,1,0,1,17.4,1497.0,117.3
3869,Maruti Ritz VDi,2011,204999,85000,1,1,0,1,21.1,1248.0,73.9
3870,Skoda Fabia Scout 1.2 TDI,2012,190000,110000,1,1,0,0,21.0,1199.0,75.0
3871,Hyundai Grand i10 CRDi Sportz,2015,310000,60000,1,1,0,3,24.0,1120.0,70.0
3872,Hyundai Grand i10 CRDi Sportz,2016,380000,90000,1,1,0,1,24.0,1120.0,70.0
3873,Maruti Alto K10 2010-2014 VXI,2012,204000,110000,0,1,0,2,20.92,998.0,67.1
3874,Hyundai EON 1.0 Era Plus,2018,350000,25000,0,1,0,0,20.3,998.0,68.05
3875,Volkswagen Vento Diesel Highline,2013,350000,100000,1,1,0,0,20.54,1598.0,103.6
3876,Ford Figo Diesel Titanium,2012,175000,120000,1,1,0,1,20.0,1399.0,68.0
3877,Volkswagen Vento Diesel Highline,2011,340000,90000,1,1,0,0,20.54,1598.0,103.6
3878,Honda City i-VTEC VX,2017,950000,35000,0,1,0,0,17.4,1497.0,117.6
3879,Honda City i VTEC V,2017,894999,35000,0,1,0,0,17.8,1497.0,117.3
3880,Tata Sumo Gold EX,2014,350000,101200,1,1,0,1,15.3,2956.0,83.83
3881,Tata Indigo GLX,2005,100000,90000,0,1,0,1,12.8,1396.0,85.0
3882,Maruti Swift Dzire VDI,2016,550000,76000,1,1,0,0,26.59,1248.0,74.0
3883,Tata Indigo LX,2004,100000,60000,1,1,0,2,16.1,1405.0,70.0
3884,Mahindra XUV500 W6 2WD,2016,800000,90000,1,1,0,0,16.0,2179.0,140.0
3885,Mahindra Bolero 2011-2019 ZLX BSIII,2013,525000,80000,1,1,0,1,15.96,2523.0,62.1
3886,Tata New Safari DICOR 2.2 EX 4x2,2008,500000,179150,1,1,0,1,11.57,2179.0,138.1
3887,Maruti 800 Std MPFi,2003,42000,62000,0,1,0,0,16.1,796.0,37.0
3888,Maruti Swift Dzire 1.2 Lxi BSIV,2009,190000,160000,0,1,0,2,17.5,1197.0,85.8
3889,Maruti Swift Dzire VDI,2019,694000,35000,1,1,0,0,28.4,1248.0,74.02
3890,Mahindra XUV500 AT W6 2WD,2016,861999,120000,1,1,1,0,16.0,2179.0,140.0
3891,Honda Amaze SX i-DTEC,2017,650000,50000,1,1,0,0,25.8,1498.0,98.6
3892,Maruti Swift Dzire ZDi,2011,310000,70000,1,1,0,1,19.3,1248.0,73.9
3893,Maruti Swift VDI,2013,360000,97000,1,1,0,0,22.9,1248.0,74.0
3894,Maruti Swift Dzire LDi,2011,240000,90000,1,1,0,1,19.3,1248.0,73.9
3895,Mahindra XUV500 W8 AWD,2012,500000,84487,1,1,0,3,15.1,2179.0,140.0
3896,Toyota Innova 2.5 GX 7 STR,2010,475000,100000,1,1,0,1,12.8,2494.0,102.0
3897,Maruti Alto LX,2007,100000,60000,0,1,0,2,19.7,796.0,46.3
3898,Maruti SX4 Zxi BSIII,2009,200000,110000,0,1,0,2,15.0,1586.0,104.68
3899,Toyota Innova 2.5 G2,2006,430000,264000,1,1,0,0,12.8,2494.0,102.0
3900,Mahindra Xylo E4 BS IV,2010,245000,146000,1,1,0,3,14.0,2498.0,112.0
3901,Maruti Swift Dzire VDI,2014,450000,70000,1,1,0,0,23.4,1248.0,74.0
3902,Maruti Vitara Brezza VDi Option,2017,800000,51146,1,1,0,0,24.3,1248.0,88.5
3903,Maruti Ritz LXI,2011,215000,40000,0,1,0,0,21.1,1197.0,85.8
3904,Maruti Vitara Brezza VDi Option,2017,760000,50000,1,1,0,0,24.3,1248.0,88.5
3905,Volkswagen Polo 1.5 TDI Comfortline,2015,416000,80000,1,1,0,0,20.14,1498.0,88.8
3906,Maruti Wagon R LXI BSIII,2011,195000,120000,0,1,0,0,18.9,998.0,67.1
3907,Maruti Alto 800 VXI,2017,325000,23000,0,1,0,0,24.7,796.0,47.3
3908,Maruti Alto K10 LXI,2010,145000,70000,0,1,0,1,20.92,998.0,67.1
3909,Maruti Swift VDI,2018,675000,23000,1,1,0,0,28.4,1248.0,74.0
3910,Maruti Wagon R VXI Optional,2016,340000,30000,0,1,0,1,20.51,998.0,67.04
3911,Tata Manza Aura Plus Quadrajet BS IV,2011,340000,50000,1,1,0,0,19.0,1248.0,90.0
3912,Maruti Omni MPI STD BSIV,2014,260000,40000,0,1,0,0,16.8,796.0,34.2
3913,Maruti Alto 800 LXI,2015,300000,50000,0,1,0,0,22.74,796.0,47.3
3914,Maruti 800 AC,2007,75000,60000,0,1,0,1,16.1,796.0,37.0
3915,Tata Indica Vista TDI LX,2011,350000,80000,1,1,0,0,19.4,1405.0,70.0
3916,Tata Manza Aura (ABS) Quadrajet BS IV,2010,170000,150000,1,1,0,2,21.12,1248.0,88.8
3917,Maruti Swift Dzire Tour S CNG,2018,600000,40000,0,1,0,0,19.0,1197.0,85.8
3918,Honda City 1.5 V AT,2010,800000,25000,0,1,1,0,16.8,1497.0,118.0
3919,Force One EX,2018,850000,120000,1,1,0,1,17.0,2650.0,80.84
3920,Mahindra XUV500 W6 2WD,2014,980000,120000,1,1,0,1,15.1,2179.0,140.0
3921,Ford Endeavour 2.5L 4X2,2011,850000,298000,1,1,0,1,13.1,2499.0,141.0
3922,Tata Sumo Gold GX BSIII,2012,340000,270000,1,1,0,2,14.07,2956.0,68.4
3923,Maruti Vitara Brezza ZDi AMT,2018,900000,50000,1,1,1,1,24.3,1248.0,88.5
3924,Maruti Swift Dzire VDi,2010,310000,120000,1,1,0,1,19.3,1248.0,73.9
3925,Maruti Ertiga ZDI,2013,600000,60000,1,1,0,2,20.77,1248.0,88.8
3926,Maruti Swift Dzire ZDi,2008,270000,149000,1,1,0,1,19.3,1248.0,73.9
3927,Hyundai Santro Sportz BSIV,2019,509999,5000,0,1,0,0,20.3,1086.0,68.0
3928,Tata Indica Vista TDI LX,2013,225000,70000,1,1,0,1,19.4,1405.0,70.0
3929,Hyundai i10 Magna,2015,280000,55000,0,1,0,0,20.36,1197.0,78.9
3930,Tata Tiago 1.05 Revotorq XZ WO Alloy,2016,490000,100000,1,1,0,0,27.28,1047.0,69.0
3931,Mahindra Bolero 2011-2019 Plus AC,2013,440000,120000,1,1,0,0,15.96,2523.0,62.1
3932,Tata Safari Storme EX,2014,500000,291977,1,1,0,0,14.0,2179.0,138.1
3933,Honda CR-V 2.4L 4WD,2005,476999,85000,0,1,0,2,11.1,2354.0,158.8
3934,Hyundai i20 Active 1.2 S,2015,590000,70000,0,1,0,2,17.19,1197.0,81.86
3935,Ford Endeavour 2.5L 4X2 MT,2010,500000,120000,1,1,0,0,13.1,2499.0,141.0
3936,Ford EcoSport 1.5 TDCi Titanium BSIV,2015,600000,40000,1,1,0,0,22.77,1498.0,98.59
3937,Mahindra Scorpio 1.99 S4,2016,750000,70000,1,1,0,0,15.4,1997.0,120.0
3938,BMW 3 Series 320d GT Luxury Line,2017,2950000,39000,1,0,1,0,19.59,1995.0,187.74
3939,BMW 5 Series 520d Luxury Line,2019,5200000,10000,1,0,1,0,18.12,1995.0,190.0
3940,Volkswagen Polo 1.5 TDI Comfortline,2019,695000,36800,1,0,0,0,20.14,1498.0,88.0
3941,Maruti Swift Dzire VDI Optional,2018,690000,52200,1,0,0,0,26.59,1248.0,74.0
3942,Hyundai Grand i10 1.2 CRDi Magna,2016,409999,78000,1,0,0,0,24.0,1186.0,73.97
3943,Tata Harrier XZ Plus,2020,1650000,16000,1,0,0,0,17.0,1956.0,167.67
3944,Audi Q3 2.0 TDI Quattro Premium Plus,2016,2375000,30000,1,0,1,0,15.73,1968.0,174.33
3945,Hyundai Grand i10 1.2 CRDi Sportz,2017,525000,29000,1,0,0,1,24.0,1186.0,73.97
3946,Jeep Compass 2.0 Limited Plus 4X4,2019,2150000,25000,1,0,0,0,16.3,1956.0,170.63
3947,Mahindra XUV500 W8 2WD,2013,540000,60000,1,1,0,1,15.1,2179.0,140.0
3948,Toyota Fortuner 4x4 AT,2017,2750000,60000,1,0,1,1,12.55,2982.0,168.5
3949,Mahindra Scorpio 1.99 S10 4WD,2016,1000000,112000,1,0,0,1,15.4,1997.0,120.0
3950,Audi A4 35 TDI Premium Plus,2018,2900000,15000,1,0,1,0,18.25,1968.0,187.74
3951,Mahindra TUV 300 mHAWK100 T8,2017,725000,40000,1,0,0,0,18.49,1493.0,100.0
3952,Maruti Ciaz Alpha Diesel,2018,975000,36000,1,0,0,0,28.09,1248.0,88.5
3953,Maruti Wagon R VXI,2016,355000,60000,0,0,0,0,21.79,998.0,67.05
3954,Honda CR-V 2.4L 4WD MT,2008,400000,120000,0,1,0,0,11.1,2354.0,158.8
3955,Maruti Alto 800 VXI BSIV,2015,265000,48000,0,0,0,0,24.7,796.0,47.3
3956,Volkswagen Polo 2015-2019 1.5 TDI Highline Plus,2018,650000,40000,1,0,0,0,20.14,1498.0,88.0
3957,Maruti Ciaz 1.3 Alpha,2017,720000,60000,1,1,0,0,28.09,1248.0,88.5
3958,Hyundai Verna 1.6 VTVT S,2016,850000,25000,0,1,0,0,17.01,1591.0,121.3
3959,Maruti Alto K10 VXI,2015,290000,42000,0,1,0,0,23.95,998.0,67.05
3960,Mercedes-Benz E-Class E 250 Elegance,2010,1200000,35000,0,1,1,1,10.93,2497.0,204.0
3961,Mahindra TUV 300 T8 AMT,2016,600000,90000,1,1,1,1,18.49,1493.0,100.0
3962,Maruti Ritz VDi,2011,300000,90000,1,1,0,1,21.1,1248.0,73.9
3963,Renault Pulse RxL,2012,225000,110000,1,1,0,1,23.08,1461.0,63.12
3964,Maruti Swift Dzire VDi,2009,240000,70000,1,1,0,1,19.3,1248.0,73.9
3965,Hyundai Verna 1.6 SX,2014,700000,80000,1,1,0,0,22.32,1582.0,126.32
3966,Maruti Swift VDI BSIV,2014,470000,70000,1,1,0,1,25.2,1248.0,74.0
3967,Hyundai i20 Active 1.4 SX Dual Tone,2016,800000,80000,1,1,0,0,21.19,1396.0,88.73
3968,Renault Duster 110PS Diesel RxZ,2012,450000,90000,1,1,0,0,19.01,1461.0,108.45
3969,Tata Indica V2 DLE BSII,2007,90000,90000,1,1,0,2,17.2,1396.0,53.5
3970,Toyota Corolla Altis Diesel D4DG,2010,450000,120000,1,1,0,1,21.43,1364.0,87.2
3971,Toyota Innova Crysta 2.8 GX AT BSIV,2017,1465000,62000,1,0,1,0,11.36,2755.0,171.5
3972,Hyundai Creta 1.6 CRDi SX Plus,2016,925000,79000,1,0,0,0,19.67,1582.0,126.2
3973,Toyota Innova Crysta 2.4 GX MT BSIV,2016,1385000,60000,1,0,0,1,13.68,2393.0,147.8
3974,Toyota Fortuner 4x4 MT,2015,2000000,20000,1,1,0,0,12.55,2982.0,168.5
3975,Tata Indigo LS,2004,80000,248200,1,1,0,1,16.1,1405.0,70.0
3976,Mahindra Scorpio SLX 2.6 Turbo 8 Str,2007,300000,110000,1,1,0,1,10.5,2179.0,120.0
3977,Maruti Swift Dzire VDi,2009,360000,100000,1,1,0,0,19.3,1248.0,73.9
3978,Hyundai Verna Transform CRDi VGT SX ABS,2010,320000,70000,1,1,0,1,16.2,1493.0,110.0
3979,Ambassador Classic 2000 DSZ AC PS,1994,99000,100000,1,1,0,1,12.8,1995.0,52.0
3980,Maruti Ertiga SHVS ZDI,2016,780000,50000,1,1,0,1,24.52,1248.0,88.5
3981,Maruti Ertiga VDI,2013,620000,139000,1,1,0,0,20.77,1248.0,88.76
3982,Skoda Octavia RS 1.8 Turbo Petrol MT,2006,100000,120000,0,1,0,2,13.1,1781.0,149.5
3983,Tata Indica Vista Safire GLX,2014,210000,35000,0,1,0,1,16.7,1172.0,64.1
3984,Renault Triber RXZ,2019,786000,7720,0,1,0,0,20.0,999.0,71.0
3985,Mahindra XUV500 W8 AWD,2014,1000000,50000,1,1,0,0,15.1,2179.0,140.0
3986,Maruti Zen D,2002,120000,60000,1,1,0,1,20.8,1527.0,58.0
3987,Mahindra Verito Vibe 1.5 dCi D6,2016,750000,100000,1,1,0,0,20.8,1461.0,64.1
3988,Hyundai i20 Magna 1.2,2016,550000,57882,0,1,0,0,18.6,1197.0,81.83
3989,Tata Safari Storme LX,2018,875000,142000,1,1,0,0,14.1,2179.0,147.94
3990,Tata Safari Storme LX,2018,890000,140000,1,1,0,2,14.1,2179.0,147.94
3991,Mahindra Bolero 2011-2019 SLX,2015,550000,30000,1,1,0,0,15.96,2523.0,62.1
3992,Datsun GO T Petrol,2018,400000,10000,0,1,0,0,19.83,1198.0,67.0
3993,Maruti Celerio VXI,2015,290000,30000,0,1,0,1,23.1,998.0,67.04
3994,Tata Indigo CS LS (TDI) BS III,2012,150000,90000,1,1,0,0,19.09,1396.0,69.0
3995,Maruti Eeco 7 Seater Standard BSIV,2015,300000,35000,0,1,0,1,15.37,1196.0,73.0
3996,Hyundai Santro Magna BSIV,2019,500000,5000,0,1,0,0,20.3,1086.0,68.0
3997,Tata Manza Club Class Quadrajet90 LS,2013,250000,50000,1,1,0,0,21.02,1248.0,88.8
3998,Tata Indigo eCS LX BSIV,2013,220000,80000,1,1,0,0,23.03,1396.0,69.0
3999,Toyota Innova 2.5 GX 7 STR,2009,650000,242000,1,1,0,3,12.8,2494.0,102.0
4000,BMW 6 Series GT 630d Luxury Line,2018,5500000,22000,1,1,1,0,17.09,2993.0,261.4
4001,Maruti Swift Dzire AMT ZDI Plus,2017,875000,30000,1,0,1,0,28.4,1248.0,74.02
4002,Hyundai i20 Asta Option 1.2,2019,785000,9000,0,0,0,0,18.6,1197.0,81.83
4003,Honda WR-V i-VTEC VX,2017,819999,30000,0,0,0,0,17.5,1199.0,88.7
4004,BMW 3 Series GT Luxury Line,2016,2950000,60000,1,0,1,0,21.76,1995.0,188.0
4005,Toyota Innova Crysta 2.4 ZX MT,2016,1925000,27000,1,0,0,0,13.68,2393.0,147.51
4006,Honda WR-V i-DTEC VX,2017,885000,39000,1,0,0,0,25.5,1498.0,98.6
4007,Ford EcoSport 1.5 Ti VCT AT Titanium BE BSIV,2015,680000,64000,0,0,1,0,16.05,1499.0,110.4
4008,Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2017,960000,42000,1,0,0,0,23.0,1498.0,98.96
4009,Honda Brio 1.2 VX MT,2012,385000,45000,0,0,0,0,18.5,1198.0,86.8
4010,Tata Harrier XZ,2019,1650000,15000,1,0,0,0,17.0,1956.0,167.67
4011,Mahindra TUV 300 mHAWK100 T8,2018,890000,55000,1,0,0,0,18.49,1493.0,100.0
4012,Ford Endeavour 3.0L 4X4 AT,2015,1275000,64000,1,0,1,0,11.4,2953.0,153.86
4013,BMW 6 Series GT 630d Luxury Line,2018,6000000,27000,1,0,1,0,17.09,2993.0,261.4
4014,Maruti Ciaz Delta Automatic BSIV,2019,1025000,15000,0,0,1,0,20.28,1462.0,103.25
4015,Volkswagen Polo GT TSI,2016,675000,69000,0,0,1,0,17.2,1197.0,103.6
4016,Maruti Swift Dzire ZXI Plus BS IV,2017,700000,80000,0,0,0,0,22.0,1197.0,81.8
4017,Ford EcoSport 1.5 TDCi Titanium Plus BSIV,2016,780000,60000,1,0,0,0,22.77,1498.0,98.59
4018,Hyundai Verna 1.6 SX CRDi (O),2017,1050000,70000,1,0,0,0,22.32,1582.0,126.32
4019,Audi Q5 45 TDI quattro Technology,2015,2700000,105000,1,0,1,1,13.22,2967.0,241.4
4020,Tata Bolt Quadrajet XE,2016,400000,100000,1,1,0,0,22.95,1248.0,74.0
4021,Mahindra Bolero 2011-2019 Plus Non AC,2011,400000,100000,1,1,0,0,15.96,2523.0,62.1
4022,Maruti Alto LX BSIII,2009,85000,90000,0,1,0,1,19.7,796.0,46.3
4023,Tata Hexa XM,2018,1300000,35000,1,1,0,0,17.6,2179.0,153.86
4024,Mahindra TUV 300 mHAWK100 T8,2018,819999,11500,1,1,0,0,18.49,1493.0,100.0
4025,Mahindra TUV 300 T6 Plus AMT,2015,620000,40000,1,1,1,0,18.49,1493.0,100.0
4026,Renault KWID 1.0 RXL,2018,260000,50000,0,1,0,0,23.01,999.0,67.0
4027,Hyundai Grand i10 Asta,2015,484999,55380,0,0,0,0,18.9,1197.0,82.0
4028,Jaguar XF Diesel,2015,2500000,13500,1,0,1,0,14.74,2993.0,270.9
4029,Volkswagen Ameo 1.2 MPI Highline Plus 16,2017,650000,18816,0,0,0,0,17.0,1198.0,73.75
4030,Toyota Innova Crysta 2.4 ZX MT BSIV,2017,1748999,33019,1,0,0,0,13.68,2393.0,147.8
4031,Honda City V AT,2017,925000,18000,0,0,1,0,15.6,1497.0,116.3
4032,Maruti Ciaz S 1.3,2017,810000,47747,1,0,0,0,28.09,1248.0,88.5
4033,Toyota Innova 2.5 G (Diesel) 8 Seater,2013,910000,70000,1,1,0,1,12.99,2494.0,100.0
4034,Tata Indica V2 DLX BSIII,2016,300000,60000,1,1,0,1,17.88,1405.0,48.21
4035,Maruti Zen LXi - BS III,2004,120000,80000,0,1,0,1,17.3,993.0,60.0
4036,Hyundai i20 Era 1.2,2015,490000,45900,0,1,0,1,18.6,1197.0,81.83
4037,Honda Amaze S i-Dtech,2013,425000,70000,1,1,0,0,25.8,1498.0,98.6
4038,Maruti Alto LXi,2011,155000,40000,0,1,0,0,19.7,796.0,46.3
4039,Mahindra Scorpio SLE BSIV,2013,490000,90000,1,1,0,1,12.05,2179.0,120.0
4040,Maruti Alto LXi BSIII,2010,132000,105000,0,1,0,0,19.7,796.0,46.3
4041,Hyundai Elite i20 Diesel Sportz,2018,750000,30000,1,1,0,0,22.54,1396.0,88.76
4042,Maruti Wagon R VXI BS IV with ABS,2011,225000,20000,0,1,0,0,18.9,998.0,67.1
4043,Hyundai i10 Sportz,2011,240000,80000,0,1,0,0,20.36,1197.0,78.9
4044,Maruti Wagon R VXI,2004,33351,90000,0,1,0,2,18.9,998.0,67.1
4045,Chevrolet Spark 1.0,2010,80000,80000,0,1,0,1,18.0,995.0,62.0
4046,Maruti 800 Std,2004,40000,120000,0,1,0,0,16.1,796.0,37.0
4047,Honda BRV i-DTEC V MT,2019,1100000,50000,1,1,0,1,21.9,1498.0,98.6
4048,Hyundai Xcent 1.1 CRDi S,2016,380000,80000,1,1,0,1,24.4,1120.0,71.0
4049,Tata New Safari DICOR 2.2 EX 4x2,2011,300000,120000,1,1,0,1,11.57,2179.0,138.1
4050,Maruti Alto 800 LXI Anniversary Edition,2014,240000,50000,0,1,0,0,22.74,796.0,47.3
4051,Maruti Swift VDI,2011,325000,70000,1,1,0,0,22.9,1248.0,74.0
4052,Mahindra KUV 100 mFALCON D75 K6,2016,400000,130000,1,1,0,0,25.32,1198.0,77.0
4053,Renault Lodgy Stepway 85PS RXZ 8S,2017,800000,50000,1,1,0,0,21.04,1461.0,83.8
4054,Ford EcoSport 1.5 Diesel Titanium BSIV,2018,950000,80000,1,1,0,0,23.0,1498.0,98.96
4055,Maruti Swift VDI,2013,300000,120000,1,1,0,3,22.9,1248.0,74.0
4056,Mahindra KUV 100 mFALCON G80 K8 5str AW,2017,530000,59000,0,1,0,0,18.15,1198.0,82.0
4057,Chevrolet Enjoy TCDi LTZ 7 Seater,2013,350000,100000,1,1,0,2,18.2,1248.0,73.8
4058,Hyundai Sonata 2.4L AT,2008,168000,50000,0,1,1,0,11.0,2359.0,165.0
4059,Renault KWID RXT,2016,240000,45000,0,1,0,1,25.17,799.0,53.3
4060,Maruti Swift Dzire VDi,2010,220000,80000,1,1,0,3,19.3,1248.0,73.9
4061,Maruti Wagon R LXI Minor,2008,110000,80000,0,1,0,3,18.9,1061.0,67.0
4062,Maruti Vitara Brezza ZDi Plus,2016,850000,100000,1,1,0,0,24.3,1248.0,88.5
4063,Toyota Innova Crysta 2.4 VX MT 8S BSIV,2018,2064000,24000,1,1,0,0,13.68,2393.0,147.8
4064,Maruti S-Cross 2017-2020 Delta DDiS 200 SH,2018,950000,25000,1,1,0,0,25.1,1248.0,88.5
4065,Hyundai EON Magna Plus,2013,200000,68697,0,1,0,2,21.1,814.0,55.2
4066,Maruti Swift VDI Optional,2017,660000,30000,1,1,0,0,25.2,1248.0,74.0
4067,Honda Amaze VX i-DTEC,2013,420000,40000,1,1,0,1,25.8,1498.0,98.6
4068,Tata Indica Vista Aura 1.2 Safire (ABS) 90hp BS IV,2010,150000,29000,0,1,0,0,16.5,1172.0,65.0
4069,Chevrolet Beat Diesel LS,2013,175000,68000,1,1,0,1,25.44,936.0,57.6
4070,Honda Amaze S CVT i-VTEC,2018,750000,15000,0,1,1,0,18.1,1199.0,88.7
4071,Maruti Ritz VDi,2014,425000,70000,1,1,0,0,23.2,1248.0,73.94
4072,Toyota Corolla Altis D-4D G,2015,790000,126000,1,1,0,2,21.43,1364.0,87.2
4073,Toyota Innova 2.5 V Diesel 7-seater,2011,830000,300000,1,1,0,2,12.8,2494.0,102.0
4074,Honda Mobilio RS i DTEC,2015,650000,94000,1,1,0,1,24.5,1498.0,98.6
4075,Toyota Corolla Altis D-4D J,2015,780000,129000,1,1,0,2,21.43,1364.0,87.2
